authorName,googleMapsPlaceId,placeAddress,placeName,placeUrl,provider,reviewDate,reviewId,reviewImages/0,reviewImages/1,reviewImages/2,reviewImages/3,reviewImages/4,reviewImages/5,reviewImages/6,reviewImages/7,reviewImages/8,reviewImages/9,reviewImages/10,reviewImages/11,reviewImages/12,reviewRating,reviewText,reviewTitle,reviewUrl
LibLady56,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2018-04-25T00:00:00.000Z,575746965,,,,,,,,,,,,,,4,"Our family members that we were visiting called this place a hole-in-the-wall dive, but in reality it was very interesting and an enjoyable experience.  Being as we were from out of state we wanted to taste the local fare and local beers.  Check and check!  We had some excellent appetizers to include the Rocky Mountain Oysters which were sliced in thin slices and lightly seasoned and breaded.  They were very good and comparable to our pork tenderloins from IN, even though we knew what they really were.  We had a great tour of the different rooms and all of the interesting collection, which you should not miss.  It was a weeknight, so I think it may have been less busy, but it was still quite enjoyable.  Even with tvs on they were not the focus or the noise in the background, so it wasn't a sports bar atmosphere. (thank you)  I recommend you give this place a try.",Rocky Mountain Oysters,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r575746965-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
Rebeccab1234,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2018-01-08T00:00:00.000Z,552466891,,,,,,,,,,,,,,5,"The food was excellent here, but make sure you take a look around the building.  So many cool and unique decorations.  Definitely worth the stop.",Great burger!,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r552466891-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
alindsay15,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-12-27T00:00:00.000Z,549599701,,,,,,,,,,,,,,5,Perfect place to visit for lunch. Super friendly bartenders and excellent burgers. Also tried the fish and chips. Local beers on tap. Highly recommend! ,Oh Yeah,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r549599701-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
007DAWG,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-09-25T00:00:00.000Z,527390372,,,,,,,,,,,,,,5,"Just stopped in to watch some nfl football, had aome beers and appetizers. If applebys hired a drunk biker gang to decorate, this would be the result.  And I mean that as a high compliment.  Fun crowd,  decent food and drink. Totally worth a visit.","Eclectic, outstanding ",https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r527390372-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
DrBeenThere,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-09-22T00:00:00.000Z,526553969,,,,,,,,,,,,,,2,"Dark closed in venue that smells badly of moldy hvac, beer breath and bodies. Burger was small and raw, fries were greasy. Some tables waited 45 minutes for food. Found cigarette butts in the outdoor table cracks.",The dank horse...,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r526553969-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
Arash F,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-09-16T00:00:00.000Z,524991119,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ae/50/8d/photo0jpg.jpg,,,,,,,,,,,,,4,"I stayed in Boulder 3 days. Being alone the night before flight back home, I checked Dark Horse bar to enjoy some company and it worked. The bartenders were sociable and fun guys. I ordered a burger from kitchen and had it at the bar with a couple of local beers. The burger was delicious.","Pleasant bar, tasty food",https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r524991119-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
cruztaker,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-09-03T00:00:00.000Z,520901222,,,,,,,,,,,,,,4,"A perfect complement to the White Widow we had in the parking lot this afternoon at 4:20
Or your drinks at the bar put them on the first table you find walk over to the kitchen window order some killer food go back to your table they will shout your name in a very strange way",Lord,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r520901222-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
jediknight101,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-09-03T00:00:00.000Z,520861435,,,,,,,,,,,,,,4,"This is a one of a kind restaurant and bar that is worth checking out.  The food is good bar-food at a reasonable price.  This is self service, so pick a table, then order your food at the kitchen window, beer at the bar.  They will call your name when your food is ready.  The decor is hard to describe.  It is like an antique store exploded inside, leading to a fun and interesting visit.  If you like a unique, college atmosphere, this is worth checking out.",A good classic college town hole in the wall bar,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r520861435-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
cmtbmom,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-09-02T00:00:00.000Z,520602486,,,,,,,,,,,,,,4,Dark Horse has a great atmosphere.  Total college town hangout.  Food is pretty good.  Good burgers.  Lots of seating area. Families are welcome before 9pm afterwards it's 21 and over.,Great College Tavern Food and Bar,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r520602486-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
kitkatkib,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-08-19T00:00:00.000Z,700744956,,,,,,,,,,,,,,4,"I had no idea when I entered the Wynkoop Brewing Company that there was great story behind it. The place is owned by four people who started it back in the 80's before the area was known and LoDo, before Coors Field was built and certainly before the restaurant boom in Denver.  And, one of the owners is John Hickenlooper, who until last week was running for President! The old building is awesome, the food is pretty typical pub food with lots of comfort food.  I had the pulled pork sandwich which comes with coleslaw and pickles, on a brioche bun.  It was good and worth the price, but not the best bbq I've had.  They have beer pairings and tastings which is nice. The beers were excellent, we each ordered a variety and tasted among ourselves.  The staff is very friendly.  It was just nice to be in a place that has lasted over the years and is in  what is now a trendy and convenient area.  I recommend stopping by , even for just a beer. Try the pretzel bites, just enough for a late afternoon snack  I wish these guys continued success. p.s. apparently Pres. Obama stopped by  a few years ago and played pool and had a beer.  He liked it so much that he requested that particular brew always be available.  I can't remember the name, but you can ask about it. The joke is that it is always available...for Pres. Obama.",Beer and the American Dream,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r700744956-Wynkoop_Brewing_Company-Denver_Colorado.html
Fredrik N,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-08-17T00:00:00.000Z,700102693,,,,,,,,,,,,,,4,Maten var riktigt god och utbudet av öl var väldigt bra. Många lokala öler och öler som de brygger själva. Enkelt att boka bord online. Väldigt trevlig personal.,Bra mat,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r700102693-Wynkoop_Brewing_Company-Denver_Colorado.html
Melva J,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-08-14T00:00:00.000Z,699083802,,,,,,,,,,,,,,5,I tried the flatiron steak and they made it perfectly to my liking.  The potatoes tasted amazing and the asparagus was perfect. Great business meal.,Amazing cooks,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r699083802-Wynkoop_Brewing_Company-Denver_Colorado.html
RM,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-08-13T00:00:00.000Z,698733394,,,,,,,,,,,,,,4,"Nice (and huge) sportsbar in LoDo.
Beers brewed on site and really good,large choice.
Good food too.
",Good beer and food,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r698733394-Wynkoop_Brewing_Company-Denver_Colorado.html
Susan L,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-08-12T00:00:00.000Z,698358223,,,,,,,,,,,,,,5,"We stopped by after walking around the neighborhood. We were disappointed that Patty’s Chili Beer was sold out so we tried the Pale Ale Mile High. Not disappointed, hoppy, malty, well balanced.
Our other family members got a margarita and a lemonade vodka. Sat outside under the cover as it had started to rain.",Great craft beer,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r698358223-Wynkoop_Brewing_Company-Denver_Colorado.html
random_man21,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-08-05T00:00:00.000Z,695800157,,,,,,,,,,,,,,5,We visited the Wynoop Brewing company on our first visit to Denver. We stumpled upon the place looking for somewhere to eat and drink after a long flight from London and was not dissapointed.  Friendly Staff greated us and took care of us into the evening - recommending beers and serving us great food.  I would definetley return and that we did on our next trip to Denver.   Great location too in the centre of Denver near the Station.,Great food even better beer,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r695800157-Wynkoop_Brewing_Company-Denver_Colorado.html
BMAZ1538,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-08-03T00:00:00.000Z,695253205,,,,,,,,,,,,,,4,"Recommended by touring guide, who said Wynkoop had a great beer selection. She was right and the food was tasty. We went on a Tuesday night at 6:30 pm with 14 adults and 4 kids and the place was busy. Waitress did a pretty good job handling multiple tables and our large group. They have a kids menu so it's family oriented. Everyone seemed to have a good time and were happy with their meal. It's loud when the restaurant is full so if you want to have a conversation, it may be difficult. ",Good Place for Pub Food and Beer,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r695253205-Wynkoop_Brewing_Company-Denver_Colorado.html
CheeseheadKev,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-29T00:00:00.000Z,693932781,,,,,,,,,,,,,,4,It’s a brewery so gluten free options aren’t plentiful. Food was good too. Loved the bacon wrapped shrimp. ,Good not great,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r693932781-Wynkoop_Brewing_Company-Denver_Colorado.html
Donna M,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-25T00:00:00.000Z,692652728,,,,,,,,,,,,,,5,"you will totally love this place. I was the only non-drinker in my party of 38 so I personally did not enjoy the evening; however, that does not take away from the appeal of the “pool hall saloon”atmosphere that was well done. The food was very good and the 30 minute beer brewing tour was interesting.",If you are a beer drinker...,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r692652728-Wynkoop_Brewing_Company-Denver_Colorado.html
Heddy G,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-21T00:00:00.000Z,691338064,,,,,,,,,,,,,,4,"We had an awesome time having dinner here, great beers and wonderful food, including many vegetarian and vegan options.  Service was friendly and helpful.  Great time.",Great Dinner,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r691338064-Wynkoop_Brewing_Company-Denver_Colorado.html
TJay1402,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-16T00:00:00.000Z,690202235,,,,,,,,,,,,,,5,Stopped by for a beer and stayed for three. Great atmosphere and quiet enough to actually carry on a conversation.  Building is said to be haunted but did experience the young girl or cat during our stay.  History of the building is interesting with some articles in the lower level.  A must stop in Denver.,Outstanding,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r690202235-Wynkoop_Brewing_Company-Denver_Colorado.html
Sunshine7643,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-14T00:00:00.000Z,689543954,,,,,,,,,,,,,,4,Stopped by here to try the beers and just relax while in the area.  I tried the Cowtown  Milk Stout which was delicious.  Loved the fact that they had quite a few choices and weren't too heavy on the IPAs.  Sat on the patio and people watched while enjoying our beers.  Very knowledgeable and friendly wait staff.,Good Craft Brews,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r689543954-Wynkoop_Brewing_Company-Denver_Colorado.html
riceburnergrace,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-13T00:00:00.000Z,689230044,,,,,,,,,,,,,,4,"This place is crazy busy on game days. Great beer, great food but be prepared to wait when it’s overrun with Rockies fans.",Good beer but BUSY!,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r689230044-Wynkoop_Brewing_Company-Denver_Colorado.html
GeorgeJWM,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-02T00:00:00.000Z,686151653,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/28/51/6e/brewhouse-sampler.jpg,,,,,,,,,,,,,4,"We had a very enjoyable lunch here, sampling a few of the Wynkoop beers.  We also had the Brewhouse sampler to eat, which was plentiful and tasty, with good variety.  It was nice to sit outside in the sunshine on the terrace, which was a prime spot for people watching.  Service was friendly and prices were very reasonable.",Excellent beer and good food,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r686151653-Wynkoop_Brewing_Company-Denver_Colorado.html
ak2398,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-01T00:00:00.000Z,685837299,,,,,,,,,,,,,,4,"We stopped for a few beers and a snack. A decent choice. My sour beet juice beer was unique. I couldn’t drink it very fast, but it was good. I snacked on queso and chips. They were good, pretty spicy. My husband’s first beer was to sour for him, but really enjoyed the second lager style. A pretty popular place with not many seats remaining at the bar on an early Saturday afternoon! ",Beet Juice Beer,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r685837299-Wynkoop_Brewing_Company-Denver_Colorado.html
Terry J,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-07-01T00:00:00.000Z,685749482,,,,,,,,,,,,,,5,Had a drink here and did not know which beer to start with. Great choice and taste. Ended up eating here as well. If you want burgers etc then this is the place to go.,So many beers,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r685749482-Wynkoop_Brewing_Company-Denver_Colorado.html
KP11347,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-06-30T00:00:00.000Z,685580882,,,,,,,,,,,,,,4,The bar was very busy and quite noisy but they found us a table at the back. Good menu of normal pub food with decent portions. ,Good portions. ,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r685580882-Wynkoop_Brewing_Company-Denver_Colorado.html
Julian Andres M,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-06-30T00:00:00.000Z,685425684,,,,,,,,,,,,,,5,"While doing the brewery tour this place was our last stop, so we decided have lunch there. Hamburgers were tasty, I loved the sweet potato fries. Friendly staff, good service, great atmosphere, reasonable prices.",Great Hamburgers ,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r685425684-Wynkoop_Brewing_Company-Denver_Colorado.html
Lucy P,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-06-20T00:00:00.000Z,682829384,,,,,,,,,,,,,,5,"Came here with my mom and uncle for a brewery tour. We weren't expecting much, but had a really great time! Our tourguide brought us some beers to taste while explaining a lot about the process of brewing, but also the history of Wynkoop and downtown Denver. Then we got a tour: it is not a big brewery, but very interesting and they have some interesting things to see. Our tourguide was great and we had lots of fun. Would definitely come here if you are thinking about doing a brewery tour in Denver!",Great brewery tour!,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r682829384-Wynkoop_Brewing_Company-Denver_Colorado.html
Nan G,ChIJBadAhB95bIcR1h_loSGkaR0,"1634 18th Street, Denver, CO 80202",Wynkoop Brewing Company,https://www.tripadvisor.com/Restaurant_Review-g33388-d379463-Reviews-Wynkoop_Brewing_Company-Denver_Colorado.html,tripadvisor,2019-06-05T00:00:00.000Z,679171554,,,,,,,,,,,,,,5,"Excellent burger and tasty beers a short distance from Coors Field.  Plenty of food for the money and good atmosphere, will definitely go back!",Stop here on your way to the game!,https://www.tripadvisor.com/ShowUserReviews-g33388-d379463-r679171554-Wynkoop_Brewing_Company-Denver_Colorado.html
Cori,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-08-16T00:00:00.000Z,513889293,,,,,,,,,,,,,,1,"This place is old, dirty and needs serious updating. A friend was visiting from out of town and selected this place (not sure why) but it was dirty, sticky floors, old, and the decor is confusing. Looks like everything was pulled from a junk yard and hung on the walls and ceilings (no joke). We ordered food, which took a while, and when I got my burger and fries, they were cold! And it took 20 minutes to get a beer standing in line at the bar. They don't have waitresses. You go up to the window to order your food, and you wait forever in line at the bar, and there's no organization. So disappointing. Lastly, the women's restroom, labeled on the door, is the men's room and vice versa. They think they're clever, but it's annoying. Baffled as to how this place is still in business. Don't plan on a visit again.","Old, dirty and needs updating",https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r513889293-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
James S,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-07-20T00:00:00.000Z,503921050,,,,,,,,,,,,,,5,"This is by far one of the most interesting and entertaining places I have seen in Colorado or pretty much anywhere else for that matter.  The food is very good and fairly priced, and the self-service vibe is perfect.  The drinks are similarly priced fairly and the bartenders are attentive and polite.  You will love the decor, and there will be something new to look at every time you visit.  I was there for two nights on this past visit, and ate there both nights.",This is a MUST GO,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r503921050-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
dziran,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-07-12T00:00:00.000Z,501454733,,,,,,,,,,,,,,3,This is a good college town dive. Lots of beer options. The food was actually quite good. The noise level was high. Great patio in back. ,Beer and Burgers,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r501454733-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
Tauny S,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-06-17T00:00:00.000Z,493867700,,,,,,,,,,,,,,4,"We were a little surprised by the level of scrutiny of our identification at the entrance (NOTE for overseas visitors: passports are the preferred ID).  As a group of senior middle aged folk from the UK, we haven't had that challenge since we were 18 (or 16!).  We loved the tasty Mexican beanie burgers and curly fries.  The local microbrewery beer was excellent.  The staff were very friendly and that atmosphere was excellent, with live music (Saturday night), and lots of curious pub knick-knacks adorning the walls, ceilings, and just about everywhere.  A very enjoyable experience",Eclectic pub with decent vegetarian food,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r493867700-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
Oly28,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-06-09T00:00:00.000Z,491848750,,,,,,,,,,,,,,4,"Good food, unique style, especially when ordering food with quality beers not necessarily found everywhere.  Fun spot for a bike stop motored or not😊",Friday night back night,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r491848750-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
Sugiyama K,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-05-25T00:00:00.000Z,487659634,,,,,,,,,,,,,,4,地元の人が良く訪れるお店でした。ハンバーガーは、とても美味しかったです。旅の思い出にお訪れてみてください。,アメリカンな庶民派レストラン,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r487659634-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
Doug M,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-05-17T00:00:00.000Z,485074634,,,,,,,,,,,,,,5,Attending graduation my son took us here for lunch.   Great hole in the wall.  Food is very simple/basic bar food with burgers/sandwiches.    A fun place to take in the college atmosphere.,Hole in the wall college hang out,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r485074634-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
JJSteel1,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-05-02T00:00:00.000Z,481062182,,,,,,,,,,,,,,3,"I'm really giving it 3.5 stars. The atmosphere is a lot fun with all sorts of things hanging from the ceiling in an almost carnival ""fun house"" type of setting. The food is darn good for tavern food and there's a great beer selection, as in most good places these days. Screens everywhere for sports and make sure you choose the right door when using the rest rooms.",Fun bar with good food ,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r481062182-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
Calista S,ChIJDdODrrDta4cRxRvqDA8jbRo,"2922 Baseline Rd, Boulder, CO 80303-2314",World Famous Dark Horse Bar,https://www.tripadvisor.com/Restaurant_Review-g33324-d951720-Reviews-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html,tripadvisor,2017-04-26T00:00:00.000Z,479219733,,,,,,,,,,,,,,3,This is a fun little bar.  Not really my place but the food was excellent.  They did not have food service so you had to order your food at a window and get drinks from the bar.  The inconvenience was worth it.  Everyone raved to us about this place and it served great bar food.  I had the BBQ ribs and I was satisfied and happy.  A friendly place where everybody seems to know everyones name.  Don't have expectations of being served and you will have a fantastic experience.  Also be aware of the bathrooms.  The door has a big finger pointing to the other restroom with men or women on it.  It's a joke.  My friend ended up in the men's bathroom confused about the troughs.,CHEERS in Colorado,https://www.tripadvisor.com/ShowUserReviews-g33324-d951720-r479219733-World_Famous_Dark_Horse_Bar-Boulder_Colorado.html
