authorName,googleMapsPlaceId,placeAddress,placeName,placeUrl,provider,reviewDate,reviewId,reviewRating,reviewText,reviewTitle,reviewUrl
Cashmere W,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2025-03-22T00:29:22.786Z,294300bd-d7a4-4fc7-8b30-2b42706c9498,5,Will definitely order again was delicious 9.5/10,,
Brittanie A,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2025-01-13T03:04:44.265Z,d8eaa570-dc5b-4ee2-b2a8-fff24f600ba3,4,"The food is good, but like others have mentioned is a bit too salty. ",,
Melesia M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-12-01T21:17:42.644Z,8bc7821b-fcd2-40f5-942d-1fc6f6a5ca32,5,Food so amazing!!,,
Dave C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-03-09T02:46:30.938Z,fd23c6e9-d8d6-485b-8a12-7a5d09132dc3,5,Haven't ordered in a while.  They stepped it up! Thanks HomeFrire!,,
Ben G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-01-24T02:46:17.290Z,6c63a2a8-cd90-4a17-96e8-1c232beda29b,4,"Missed an ingredient I paid for, but still yummy.",,
Olabimpe O,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-05-23T05:02:46.918Z,9eaaa637-6792-4f4b-bb32-e13f063cfd20,5,oh this ube milkshake is about to be a staple in my diet,,
Rebecca C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-01-02T15:08:38.612Z,905706a4-09fa-4814-8242-8cfec47fc203,5,I don't understand how EVERYTHING on this menu is so good. EVERY TIME!! ,,
Laquana S,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-18T23:19:20.057Z,3b64fc9b-b2ec-4d43-bed8-d1900ba7b07b,4,Order cheese fries they gave me truffle fries. I wasn't very Happy. When you want cheese fries you want cheese fries lol .,,
Alex W,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-16T23:50:54.116Z,93608606-bcad-41e1-bd55-7162ec85fd6b,4,The milkshake was real good . I thought the burger was a little overcooked but for delivery it's not bad ,,
Nikki W,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-04-26T22:31:12.713Z,1420e4f0-8998-4d58-b888-f1d288310b61,5,"My food was ready and waiting for me, but they didn't indicate it in the app. I only got my good hot because I asked if it was ready.",,
Benjamin M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-27T01:58:06.672Z,4ba986b3-9600-42d7-b7e4-721a0f0b8c1e,5,Great Sandwich and high quality ingredients ,,
Nana A,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-07T23:18:01.764Z,52be5f3d-1c8e-4b60-a2d1-fd8ec408c751,5,the fries were more stale/dry than usual. otherwise delicious,,
William B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-10-06T19:33:56.513Z,dcc72a4c-63cc-49ef-8850-de5b7c07c873,5,"Simply delicious! Buy, eat and be happy! (I am human man) ",,
Herbert M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-07-22T01:53:02.883Z,762331c8-26e2-4255-8772-eb1554869052,2,I ordered a cookies n cream and a chocolate. I got two chocolate shakes.,,
Deanna,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-02-11T16:32:59.155Z,6c883034-ec96-40c7-b839-8a825c1ccdd6,1,I ordered two sauces and my order did not come with either of those sauces. Very disappointed ,,
Yusuf Y,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-09-06T00:41:44.465Z,4eaa5f4e-ef26-4aaa-83a2-82a794d4412c,2,I don't like how all fries options had onions. ,,
Shany J,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-01-16T00:43:46.171Z,b46d618e-db02-42fc-baaf-bbb97dfcacfa,5,Best ever!               ,,
Kirk C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-10-31T18:06:17.933Z,34b67735-9313-405b-8a64-bbdce9dbf466,5,This place never disappoints.,,
Lynn C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-10-10T01:52:53.641Z,a7380cc7-6535-479f-9391-f2123ca2e55c,5,Everything was perfect ,,
Lily V,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-09-07T01:28:31.766Z,0c27fbdc-78bf-4467-9a5f-272d18a52aa6,1,Beware the food came totally late... I can tell it was sitting for an hour before it was delivered to me...,,
Aneisha P,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-06-20T19:35:38.958Z,32f9ed78-306b-4654-9174-d64af7e783ff,5,the best thing ,,
Alyssa D,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-05-28T15:42:16.280Z,d4efb88c-56a4-4e06-93cf-356fd92853eb,1,"Not a lot of flavor, beef tastes very fatty",,
Saul P,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-04-15T23:32:36.146Z,7f133950-028f-4db5-aca1-857a0e0a5466,3,location always misses an item or gives an item from a different order. this time they missed the truffle fries. Last time they missed the peach lemonade. Before that they gave an extra burger from another order ,,
Mostafa B,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-04-07T00:53:26.493Z,7c04c3aa-2884-4efc-816b-a9e40e521822,5,"delicious food, as described",,
Meloee N,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-03-29T22:23:04.523Z,1d45297f-83d5-4350-868a-d5938e79efb3,5,AMAZING! So well made consistently! ,,
CJ W,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-03-28T00:52:03.685Z,5c6ed4fd-c41d-4d5c-8990-53876c58a0d4,5,Good food ,,
Ellie C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-03-24T20:24:29.393Z,fe4ca7d3-bc96-49cd-b7ad-677a0004074b,5,Amazing all the time #Yummmy ,,
Nicholas S,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-27T20:14:21.569Z,713ecd55-6d02-462d-80ec-a604a3b354c7,5,BUSSSINNNNN!!!!,,
Yung F,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-27T04:07:05.775Z,8a7b86d0-1907-473a-a847-24f7e83ae9e5,5,Amazing first experience. Great food,,
Gino Angelo G,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-23T01:25:21.478Z,dc984236-bb43-4036-9402-2be7a48358c6,5,TRUFFLE FRIES FOR THE WIN!,,
Jennifer M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-13T23:30:56.416Z,232d558b-b67d-4854-85d2-ce55577fb852,5,great takeout burger! ,,
Melissa R,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-16T16:15:14.967Z,594e98b9-7edf-438f-8365-508ee19e09f2,2,truffle egg sandwich was very greasy and had entirely too much sauce on it,,
Igor C,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-02T02:24:24.593Z,de7e7fe9-c239-4980-8b2e-0891d9af1b4f,5,shits bomb,,
Ronnie M,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-01-01T01:20:49.870Z,85df4540-7473-4f45-a543-5831ca1e968e,5,Always good! ,,
Angel R,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-29T21:23:40.834Z,c01b4aa1-6c5b-4751-8c80-f1487f96ef92,5,Great burger,,
Jojo E,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-28T04:50:05.733Z,3a9efcf6-5c09-4dfa-9ea4-30bc0e3d3a96,2,"When I got the burger and chicken sandwich they sent it with no condiments, no nothing. The description said a bunch of things and I got the meat and bread. ",,
Lisa J,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-11-20T17:42:57.924Z,dc4653e2-57de-4288-8eba-b79d9cfe8fdd,5,Simply delicious.,,
Lizzy T,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-11-08T18:37:54.076Z,168dd832-267a-442f-be6c-823b6137821c,5,Absolute favorite ,,
Matthew L,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-10-15T23:07:25.618Z,a17ddeb7-782e-4039-b8e1-7313be15ebd5,5,Double cheeseburger,,
Jodi T,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-10-12T00:54:44.136Z,2ab3e4e2-a312-49bb-9b89-2ad437b8aa62,5,Just amazing. ,,
Nathan D,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-09-29T22:46:20.630Z,ce31f6be-833a-4159-a389-e33060e8048d,5,I love you ,,
Alba V,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-09-16T22:44:28.085Z,9caab4f9-8ff0-474a-b40c-cd09cc25d5f9,5,Everything good:),,
Cerina T,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2024-06-30T22:36:52.670Z,a2f09e6f-c1bc-4d17-9fae-5049d2facea4,2,I only received 4 peices ! ,,
Cassie V,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2023-11-05T17:53:44.170Z,44c912ad-62b7-4d42-9036-816133eb4c7e,1,"Below average, nothing special.",,
Santos R,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-09-02T16:35:13.057Z,3c5ccff3-926b-4509-9ac3-d14369ce3227,2,Forgot my drink.  NOT happy!,,
Alexander F,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-22T22:02:42.495Z,8da90b45-37d5-48ad-b42e-faef8073f37a,2,Very salty. ,,
Alexander F,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-02-22T22:02:10.250Z,24c2778b-95d1-4a7a-8ed6-f4f9b08d327d,2,Everything is VERY salty. ,,
Dominique F,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2021-12-19T21:02:39.500Z,178d8843-1542-4ced-b706-4fafd27f1f08,1,Not good at all ,,
CJ W,ChIJl0yGbJRbwokRU009ugxm0CA,"1047 Bedford Ave, Brooklyn, NY 11216, USA",Home Frite,https://page-service.doordash.com/store/home-frite-674578/,door-dash,2022-03-27T03:41:25.088Z,f39f24ad-6f7c-41fe-9474-26b23e2f3265,5,Good food,,
Caroline J,ChIJ4zP6YOtZwokRqTzjf2iPmfI,"140 Charles St, New York, NY 10014, USA",Casa La Femme,https://page-service.doordash.com/store/casa-la-femme-new-york-134454/,door-dash,2024-07-07T23:37:50.061Z,e1b96ec0-9a64-4d66-8b44-6a63fb271470,5,Both the Koshery and Chicken Kebob Platter were flavorful and delicious but the amount  of food that came was small. When I've had these dishes at previous egyptian restaurants  it was enough for 2-3 meals worth.  This is barely enough for one.  So just be prepared to order extra. ,,
Aiyana H,ChIJlTKLqJVZwokRH2TS2qm12hg,"253 W 11th St, New York, NY 10014, USA",TARTINE Restaurant,https://page-service.doordash.com/store/tartine-restaurant-new-york-997831/,door-dash,2023-11-19T00:28:40.948Z,14448564-d70e-4e02-9cc3-2f350cf504f6,4,"Everything was delicious, the only thing is that the fries were stale. ",,
Alison F,ChIJlTKLqJVZwokRH2TS2qm12hg,"253 W 11th St, New York, NY 10014, USA",TARTINE Restaurant,https://page-service.doordash.com/store/tartine-restaurant-new-york-997831/,door-dash,2023-04-29T01:12:21.628Z,4d527d4c-d8f1-454c-8d82-962f24dd1282,5,Love the sauteed chicken (once you add rice) and the mixed green salad (with extra dressing).,,
John O,ChIJlTKLqJVZwokRH2TS2qm12hg,"253 W 11th St, New York, NY 10014, USA",TARTINE Restaurant,https://page-service.doordash.com/store/tartine-restaurant-new-york-997831/,door-dash,2022-02-12T17:56:49.663Z,1dcdd40b-9509-49da-8f05-f532572cfa81,5,"The omelettes are fantastic here, beautiful flavors!!!",,
Federico R,ChIJlTKLqJVZwokRH2TS2qm12hg,"253 W 11th St, New York, NY 10014, USA",TARTINE Restaurant,https://page-service.doordash.com/store/tartine-restaurant-new-york-997831/,door-dash,2021-12-12T18:11:10.562Z,b2de0ae9-4bcc-45ba-8be8-15f76628ca32,5,Amazing everything as always! I love having brunch from tartine ,,
John O,ChIJlTKLqJVZwokRH2TS2qm12hg,"253 W 11th St, New York, NY 10014, USA",TARTINE Restaurant,https://page-service.doordash.com/store/tartine-restaurant-new-york-997831/,door-dash,2022-02-27T23:10:50.120Z,a9bd822d-11fe-4601-8463-9434970b6017,5,Always great,,
John O,ChIJlTKLqJVZwokRH2TS2qm12hg,"253 W 11th St, New York, NY 10014, USA",TARTINE Restaurant,https://page-service.doordash.com/store/tartine-restaurant-new-york-997831/,door-dash,2021-12-20T04:25:40.303Z,5ff8a49d-79a5-4af0-b704-3be8342d91ec,5,Very tasty!,,
Kai P,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-12-15T02:29:57.324Z,bae1f1b9-0255-437e-9a7e-d894ed155cbb,1,Got the tika Chicken Tikka Masala and  Galub Gulab Jamun (2 pcs). The tikka masala was super liquify without much flavor and the galub had a weird funk to it I just couldnt finish it. Had much more success with other indian restaurants ,,
Crystie W,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-08-07T16:37:57.419Z,55cf5686-9b4a-4a01-9f02-40031bd2f413,4,Could be little more lamb. The taste was good.,,
Ayesha V,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-04-25T05:41:25.668Z,bfd8e988-9cb4-4b17-95de-13683a1a3591,5,"Ok, it wasnt what I was expecting it to be -- I am from Delhi--  but it tasted how my mother makes it at home, and I really needed that warmth. Thank you <3 ",,
Hari J,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-03-17T01:21:13.883Z,887d6432-3039-493c-9fbc-303e95399ae4,4,"lamb curry was tasty, but small portion of meat",,
Franco L,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-12-06T06:37:13.310Z,15e31453-1242-4472-8fe8-608c6d69be56,5,goat biryani is just amazing...spice level is so much better than any other restaurants...I mean it's just perfect,,
aykiro t,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-11-18T21:12:29.340Z,9dd693a6-e166-4e41-b689-5cd1d46f93ed,4,"wish portions were bigger, but Chicken Biryani still has literally more flavor than any other indian place around, love it",,
Katie G,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-10-17T22:41:23.397Z,0a262aa8-c945-4c9d-85a0-91c7db3862ab,5,Delicious! The Chicken Biryani had a delicious flavor.,,
Caroline W,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-07-17T01:08:00.500Z,2956f6a8-2151-4a3a-baeb-75c4029692cb,1,"Awful. Lack of flavor, watered down sauce. Do not waste your money.",,
Sophia D,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-07-10T05:27:53.909Z,6de71c8d-d71a-4b43-aca5-346c3bc0dd89,5,the Butter Chicken and Garlic Naan were AMAZING. will definitely be ordering again!,,
Anagha N,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-07-09T22:57:20.467Z,a4c0c5f0-e5a0-45d8-bb4d-8cf9b85144dc,1,Kathi roll was soggy lettuce with bland Chana. Raita tasted more like milk than yogurt. Not good. ,,
Kunal B,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-06-14T03:39:36.236Z,f8b4de19-3555-42cb-b3df-7bfbe5951257,5,They recently got a change of chef or what. Very tasty food now. Had Aloo Gobhi and Paneer Paratha. Was very good for that price. ,,
Sahil P,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-06-07T16:55:23.748Z,e6523993-b237-4277-b272-ec0b658b26e0,4,"Regular Indian food but the Kati Roll  roll was super bad. Avoid that, no way can call a cabbage chicken roll as a Kati roll",,
Shyanne W,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-02-01T15:50:28.999Z,e2283d10-b117-421f-9594-cda8ef7b99e0,4,The Naan was a bit burned which took away from the great taste,,
Erin H,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2023-01-15T19:15:29.617Z,f368d98c-bc45-499a-9cf6-a0cdeb8504e1,1,Not sure what that was but it wasnt tikka masala! It was a gross brown gravy as opposed to a tomato-based sauce. And it was soupy to the point that the rice was swimming in water at the end. Very bizzare experience!,,
Meggin B,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2022-12-18T20:06:51.054Z,0436a07a-92bc-4375-896d-3325e64e8891,1,This is the absolute worst Indian food I have ever had. We ordered lamb vindaloo (extra spicy) and chicken tikka masala. Both were watery and devoid of flavor. The rice was too wet and wasn't cooked properly. Our side of veg samosas were very oily. Do not waste your money here.,,
Smeet S,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2022-08-02T22:11:05.528Z,8dab4613-8ea6-4ed3-8233-a590d0eeeb7c,4,Tastes like home cooked food — which is good more often than not,,
Peter S,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2022-04-05T03:00:01.047Z,8df07fee-e6ca-4f67-9f53-f319ab7ea29f,5,"The Samosa Chanda was not what I expected.  I thought it was a different dish.  The fish was not bad, just wanted the dish I was thinking of.   The mango lassi was delicious and was thick and creamy.",,
Ariana B,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2022-01-21T05:19:00.581Z,895875df-11ec-4792-80e9-d962212bbce2,5,"I’m from out of state, so this is my first time trying Priya's Indian Kitchen. Had the Chicken Vindaloo, and it's delicious! The garlic naan is amazing too. I hope to return to NY soon and order from this restaurant again.",,
Bader A,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-08-26T09:16:49.772Z,bd0fb797-48a2-4cc3-a39b-6e51627c4980,1,Hideous. Low quality rice and ingredients. Go wit any other option tbh ,,
Gabby S,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-07-13T03:53:49.093Z,fa76e399-1c66-417e-b703-35df7ed23978,3,"A little disappointed. Samosas were very dry and overcooked. Goat curry was pretty average, but not nearly enough rice to finish my dish. Trader Joe’s did it better! ",,
Brittney K,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-07-12T06:20:05.431Z,1762c154-d892-4ac2-97b6-55d855c9ef1f,2,"Food is bland just has spice. Portions are small for the prices.
",,
Nisha S,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-07-04T13:19:47.729Z,d4bc09ae-4a8d-4fd0-a383-1089916062df,1,"Really bad food, do not order the goat had clearly gone bad.",,
Shehan J,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-05-21T05:11:29.818Z,19632b3b-7b70-457f-9801-9cab2ec68997,1,The chicken was rancid and the rice was flavorless. Waste of money ,,
Shashanka S,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-04-26T14:07:49.057Z,5d5cb9f8-6b81-40f0-8f62-c863ac4f0b3d,1,The biyani was very okaish with the flavour but the chick seemed super suspicious and rubbery with its texture,,
MELVIN N,ChIJkVO7opJZwokR-vPN2Nua14A,"724 10th Ave, New York, NY 10019, USA",Priya's Indian Kitchen,https://page-service.doordash.com/store/priyas-indian-kitchen-241066/,door-dash,2024-04-21T19:18:32.536Z,6fb11f87-bb83-4934-a38e-f9ba8a8bc526,1,The Chicken Tikka Masala is not good at all. Very watery and no flavor,,
