"authorName","googleMapsPlaceId","placeAddress","placeName","placeUrl","provider","reviewDate","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewImages/11","reviewImages/12","reviewImages/13","reviewImages/14","reviewImages/15","reviewRating","reviewText","reviewTitle","reviewUrl"
"Ebonyi","ChIJ9bxKhOVZwokR5CI4ozPw8GQ","81 Ludlow St, New York, NY 10002","Mila's Bistro","https://www.google.com/maps/search/?api=1&query=Mila's%20Bistro&query_place_id=ChIJ9bxKhOVZwokR5CI4ozPw8GQ","google-maps","2025-03-10T02:20:45.676Z","ChdDSUhNMG9nS0VJQ0FnTURRdlBYVW9RRRAB",,,,,,,,,,,,,,,,,"2","I ordered the Pasta Bolognese, and it was served with spaghetti. The bolognese itself did not seem to be cooked with soffritto, which is known as mirepoix in French cooking. Nor did it have any form of guanciale, pancetta or bacon, and there was very little meat in it which consisted of ground beef. Plus, the bolognese had more of a creamy flavor profile than a tomatoey one. It’s possible that the creaminess came from ricotta, which would be more tolerable for a lasagne, but that’s not what I ordered. There was not even a speck of parmigiano-reggiano, or pecorino detected. It also clearly was not cooked for multiple hours.
Moving to the pasta, bolognese is only supposed to be served with egg fresh pasta like tagliatelle or pappardelle. Even the dried version of mezzi rigatoni would have been an excellent choice. Spaghetti is too thin to capture the sauce of the bolognese, more so for the meat in which it was made with. Spaghetti is better suited for dishes such as pasta al pomodoro, cacio e pepe, or carbonara.
I was not expecting this dish to be one-hundred percent authentic, but if you have something classic like a bolognese on the menu, at least present it as if the sweet, neighborhood Nonna made it. Nonna is not proud, and every time an authentic, classic Italian dish is prepared incorrectly, a nonna loses her wings. This dish would disappoint not only all the nonne in the Emilia-Romagna region, but the entire continent of Europe. And should be reported to the Embassy of Bologna.
There are a few things I will give praise for. The pasta was cooked al dente, and while not heavy handed, I could tell the pasta water was salted. The dish, spaghetti and meatballs did not exist on the menu, at least to my knowledge. Plus, I admired that the serving of pasta was adequate and not an entire box piled in a mountain on my plate. Also, while others may not find it enjoyable, I appreciated the dim lighting. Not to mention, I was fond of how the tap water we were drinking came in green, glass bottles, that way I could at least pretend we were drinking S. Pellegrino. Molto bene!
Finally, I would like to state the following, Delaware River water > Hudson River water. And please learn how to properly pronounce the word Bolognese. Per favore e grazie!",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRdlBYVW9RRRAB!2m1!1s0x0:0x64f0f033a33822e4!3m1!1s2@1:CIHM0ogKEICAgMDQvPXUoQE%7CCgwI_Zi5vgYQgKPAwgI%7C?hl=en"
"Christopher C","ChIJIRiJaRRawokR2KyQ984qa-o","30 Water St, New York, NY 10004","The Dead Rabbit","https://www.google.com/maps/search/?api=1&query=The%20Dead%20Rabbit&query_place_id=ChIJIRiJaRRawokR2KyQ984qa-o","google-maps","2025-03-23T01:57:55.742Z","ChZDSUhNMG9nS0VJQ0FnTUR3aUkzZWFREAE",,,,,,,,,,,,,,,,,"1","I think the rabbit died waiting at the bar to be served. I stood there for ten minutes and gave up.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUR3aUkzZWFREAE!2m1!1s0x0:0xea6b2acef790acd8!3m1!1s2@1:CIHM0ogKEICAgMDwiI3eaQ%7CCgwIo9X9vgYQ-PSL4gI%7C?hl=en"
"Kim Brien","ChIJR_yfQhNawokR1pTBM-v_hnQ","4 South St, New York, NY 10004","Margarita Bar NYC","https://www.google.com/maps/search/?api=1&query=Margarita%20Bar%20NYC&query_place_id=ChIJR_yfQhNawokR1pTBM-v_hnQ","google-maps","2024-10-09T21:29:41.900Z","ChdDSUhNMG9nS0VJQ0FnSURuOC1UaXV3RRAB",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuOC1UaXV3RRAB!2m1!1s0x0:0x7486ffeb33c194d6!3m1!1s2@1:CIHM0ogKEICAgIDn8-TiuwE%7CCgwIxeubuAYQ2MmorQM%7C?hl=en"
"Leonardo Pineda","ChIJVdiM4opZwokRXYfr0Z6JUkU","378 Canal St, New York, NY 10013","Caffe Bene","https://www.google.com/maps/search/?api=1&query=Caffe%20Bene&query_place_id=ChIJVdiM4opZwokRXYfr0Z6JUkU","google-maps","2025-03-20T15:50:50.547Z","ChZDSUhNMG9nS0VJQ0FnTUN3M1pDMEJBEAE",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3M1pDMEJBEAE!2m1!1s0x0:0x4552899ed1eb875d!3m1!1s2@1:CIHM0ogKEICAgMCw3ZC0BA%7CCgwI2vLwvgYQqJbvhAI%7C?hl=en"
"Teta","ChIJT04J54pZwokR8ScZIBBgLTk","1 Lispenard St, New York, NY 10013","Nancy Whiskey Pub","https://www.google.com/maps/search/?api=1&query=Nancy%20Whiskey%20Pub&query_place_id=ChIJT04J54pZwokR8ScZIBBgLTk","google-maps","2025-03-12T16:25:23.912Z","ChdDSUhNMG9nS0VJQ0FnTURRbFo2NHB3RRAB",,,,,,,,,,,,,,,,,"3",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRbFo2NHB3RRAB!2m1!1s0x0:0x392d6010201927f1!3m1!1s2@1:CIHM0ogKEICAgMDQlZ64pwE%7CCgwI8-rGvgYQwLChswM%7C?hl=en"
"Tee Harm","ChIJI9Gs4RdawokRYK7bZE8reok","90 John St, New York, NY 10038","Stout NYC","https://www.google.com/maps/search/?api=1&query=Stout%20NYC&query_place_id=ChIJI9Gs4RdawokRYK7bZE8reok","google-maps","2025-03-23T00:31:04.866Z","ChZDSUhNMG9nS0VJQ0FnTURnOHQyc0ZBEAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJIzy6meTWF20rFm-sIdKsnd0KeHIEgqwu7DVzPak1MCV0XXDbSJrbnuuT8wWVfqjQajcdsEnhvYkoAil8YuE1ICpoXkMEEnuBccJogSpZ-q2apbOQBhrjS9OWXqMV7U58P1zpo",,,,,,,,,,,,,,,,"5","Best Brunch dollar for dollar ever!",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURnOHQyc0ZBEAE!2m1!1s0x0:0x897a2b4f64dbae60!3m1!1s2@1:CIHM0ogKEICAgMDg8t2sFA%7CCgwIyKz9vgYQ2L-InQM%7C?hl=en"
"Hassam Farooq","ChIJgVIG49pZwokRef6bFbzOLlE","530 Driggs Ave, Brooklyn, NY 11211","Bistro So","https://www.google.com/maps/search/?api=1&query=Bistro%20So&query_place_id=ChIJgVIG49pZwokRef6bFbzOLlE","google-maps","2025-03-20T20:57:33.545Z","ChZDSUhNMG9nS0VJQ0FnTUN3dy1mV1hREAE",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3dy1mV1hREAE!2m1!1s0x0:0x512ecebc159bfe79!3m1!1s2@1:CIHM0ogKEICAgMCww-fWXQ%7CCgwIvYLyvgYQqNeGhAI%7C?hl=en"
"Keith Pasquinzo","ChIJRXAoKBRawokR8U8kqAMMwSU","52 Stone St, New York, NY 10004","Stone Street Tavern","https://www.google.com/maps/search/?api=1&query=Stone%20Street%20Tavern&query_place_id=ChIJRXAoKBRawokR8U8kqAMMwSU","google-maps","2025-03-13T00:36:42.801Z","ChZDSUhNMG9nS0VJQ0FnTURRallmaURnEAE",,,,,,,,,,,,,,,,,"5","Great place that has so much history. I sat at the bar. Ordered the arancini and a Manhattan. 5 perfectly cooked arancinis arrived in a wonderful tomato sauce. Manhattan was perfect. Must visit if in the area.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRallmaURnEAE!2m1!1s0x0:0x25c10c03a8244ff1!3m1!1s2@1:CIHM0ogKEICAgMDQjYfiDg%7CCgwImtHIvgYQsJyG_gI%7C?hl=en"
"Noah Stoll","ChIJQ9CgChRawokRIpsalX0vrb0","25 Bridge St, New York, NY 10004","White Horse Tavern - Financial District","https://www.google.com/maps/search/?api=1&query=White%20Horse%20Tavern%20-%20Financial%20District&query_place_id=ChIJQ9CgChRawokRIpsalX0vrb0","google-maps","2025-03-21T20:04:59.552Z","ChZDSUhNMG9nS0VJQ0FnTUN3bDR2dEpnEAE",,,,,,,,,,,,,,,,,"5","Food is soooo good, so are the disco fries",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3bDR2dEpnEAE!2m1!1s0x0:0xbdad2f7d951a9b22!3m1!1s2@1:CIHM0ogKEICAgMCwl4vtJg%7CCgwI64z3vgYQgOO1hwI%7C?hl=en"
"Stephen Petrey","ChIJudW_cBhawokRAKowhjWTbLU","118 Nassau St, New York, NY 10038","Nassau Bar","https://www.google.com/maps/search/?api=1&query=Nassau%20Bar&query_place_id=ChIJudW_cBhawokRAKowhjWTbLU","google-maps","2025-03-13T02:06:17.763Z","ChdDSUhNMG9nS0VJQ0FnTURRemVtZHhRRRAB",,,,,,,,,,,,,,,,,"5","divy, cheap and great vibes. excellent place to catch a Knicks game",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRemVtZHhRRRAB!2m1!1s0x0:0xb56c93358630aa00!3m1!1s2@1:CIHM0ogKEICAgMDQzemdxQE%7CCgwImfvIvgYQoLGb7AI%7C?hl=en"
"Samantha Moore","ChIJyXHHyfZawokRm6SBxpOHUxY","195 Centre St, Brooklyn, NY 11231","Other Half Brewing Company","https://www.google.com/maps/search/?api=1&query=Other%20Half%20Brewing%20Company&query_place_id=ChIJyXHHyfZawokRm6SBxpOHUxY","google-maps","2025-03-09T14:17:49.524Z","ChZDSUhNMG9nS0VJQ0FnTURRckxlVFhBEAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJIfRY7voq9TyYL0abwzzFzTTOQ7TEkvkyW2wTlyILrV4glyGdV4wXLx0Qwudx5vM04jKdWjIK1vmnAiZsOhzHUHrX0MP3Q1sxtiVpm5M6F7NpkjADbwI-fmFS0NNzj9XYWFCh4o",,,,,,,,,,,,,,,,"4","The taproom was a great space, and beautiful view. Enjoyed seeing the brew system right there as well! Beers were good and the pizza is ordered through QR code",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRckxlVFhBEAE!2m1!1s0x0:0x16538793c681a49b!3m1!1s2@1:CIHM0ogKEICAgMDQrLeTXA%7CCgwIjca2vgYQuLSg-gE%7C?hl=en"
"Matt Cadwell","ChIJef-w09RbwokRtCedZ7ZUlVo","185 Van Dyke St, Brooklyn, NY 11231","Strong Rope Brewery Red Hook","https://www.google.com/maps/search/?api=1&query=Strong%20Rope%20Brewery%20Red%20Hook&query_place_id=ChIJef-w09RbwokRtCedZ7ZUlVo","google-maps","2025-03-15T17:45:11.025Z","ChZDSUhNMG9nS0VJQ0FnTURRXzdteUhBEAE",,,,,,,,,,,,,,,,,"5","An amazing brewery serving delicious beer in a great location. Handy pop up food stalls at the weekend to soak up those beers!!",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRXzdteUhBEAE!2m1!1s0x0:0x5a9554b6679d27b4!3m1!1s2@1:CIHM0ogKEICAgMDQ_7myHA%7CCgsIp_nWvgYQwO32Cw%7C?hl=en"
"Chuck Salvo","ChIJ__u3R6tbwokRYMOym8O83H0","333 Douglass St, Brooklyn, NY 11217","Threes Brewing","https://www.google.com/maps/search/?api=1&query=Threes%20Brewing&query_place_id=ChIJ__u3R6tbwokRYMOym8O83H0","google-maps","2025-03-19T14:13:44.516Z","ChdDSUhNMG9nS0VJQ0FnTUN3c2RLSHNRRRAB",,,,,,,,,,,,,,,,,"3","The beer is GREAT, especially the new IPA (Temporary Identity).

That said, be aware that you will be turned away from the bar if you arrive three minutes prior to the 5:00 PM open, even if zero patrons are in the building. You may be hassled about somking, or not smoking, in their back yard and you may be treated like an idiot, just for the sport of it. It's the opposite vibe of a fun tap room.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3c2RLSHNRRRAB!2m1!1s0x0:0x7ddcbcc39bb2c360!3m1!1s2@1:CIHM0ogKEICAgMCwsdKHsQE%7CCgwImKLrvgYQ-L-99gE%7C?hl=en"
"Jason S","ChIJUwLnnLBawokRfjf6_xR4QsY","215 47th St, Brooklyn, NY 11220","Five Boroughs Brewing Co.","https://www.google.com/maps/search/?api=1&query=Five%20Boroughs%20Brewing%20Co.&query_place_id=ChIJUwLnnLBawokRfjf6_xR4QsY","google-maps","2025-03-22T21:57:15.208Z","ChdDSUhNMG9nS0VJQ0FnTUR3c1BxY2tnRRAB",,,,,,,,,,,,,,,,,"5","While it might be off the beaten path, this place is legit with great beers, atmosphere and service. Kid friendly with games and large tables. Will be back.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUR3c1BxY2tnRRAB!2m1!1s0x0:0xc6427814fffa377e!3m1!1s2@1:CIHM0ogKEICAgMDwsPqckgE%7CCgsIu-T8vgYQoO20Yw%7C?hl=en"
"C O","ChIJz-qzXFVawokRSaTFuJFd_bQ","574 President St, Brooklyn, NY 11215","Strong Rope Brewery Gowanus","https://www.google.com/maps/search/?api=1&query=Strong%20Rope%20Brewery%20Gowanus&query_place_id=ChIJz-qzXFVawokRSaTFuJFd_bQ","google-maps","2025-02-21T12:13:29.566Z","ChdDSUhNMG9nS0VJQ0FnTUNnMTVQZXlBRRAB",,,,,,,,,,,,,,,,,"1","Male bartender the evening of February 20, 2025 extremely rude to customers.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNnMTVQZXlBRRAB!2m1!1s0x0:0xb4fd5d91b8c5a449!3m1!1s2@1:CIHM0ogKEICAgMCg15PeyAE%7CCgwI6dvhvQYQkJmpjgI%7C?hl=en"
"Andy Phuong","ChIJ2X4lr2RbwokRT2ZR3a9IGhM","141 Lawrence St, Brooklyn, NY 11201","Sound + Fury Brewery and Kitchen","https://www.google.com/maps/search/?api=1&query=Sound%20%2B%20Fury%20Brewery%20and%20Kitchen&query_place_id=ChIJ2X4lr2RbwokRT2ZR3a9IGhM","google-maps","2025-03-16T02:24:21.833Z","ChdDSUhNMG9nS0VJQ0FnTUN3MExDdm5nRRAB","https://lh3.googleusercontent.com/geougc-cs/AIHozJK76EGij14YPCqMAvI7fIXsRFPifHMpIRD1vsM0tbmRDIFA-j9U1mGfXbkK9TRUJ39JvJGedBJnSNKJMJ4v_yPyQLBRfPwZvhKCD2ZuVgA2B2eryf5a7wG9JNfkz-3Ez6EX7x8n",,,,,,,,,,,,,,,,"5","Really amazing dope spot with good pizza and bar food and bring a date here or friends. You’ll have a good time, plenty of space and there is a bar or table tops or tables. The vibes are great.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3MExDdm5nRRAB!2m1!1s0x0:0x131a48afdd51664f!3m1!1s2@1:CIHM0ogKEICAgMCw0LCvngE%7CCgwI1ezYvgYQ2InKjQM%7C?hl=en"
"Phillip Williams","ChIJEXW5AI1awokRFQciMpyhb6k","560 Columbia St, Brooklyn, NY 11231","Red Hook Farms - Columbia Street Farm","https://www.google.com/maps/search/?api=1&query=Red%20Hook%20Farms%20-%20Columbia%20Street%20Farm&query_place_id=ChIJEXW5AI1awokRFQciMpyhb6k","google-maps","2024-12-02T23:35:36.841Z","ChZDSUhNMG9nS0VJQ0FnSURQd2JTZUVBEAE",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURQd2JTZUVBEAE!2m1!1s0x0:0xa96fa19c32220715!3m1!1s2@1:CIHM0ogKEICAgIDPwbSeEA%7CCgwIyIi5ugYQgLmckQM%7C?hl=en"
"John Allie","ChIJZ1KaswNbwokRCY_J4jUoVgo","200 Liberty St Suite 106-A, New York, NY 10281","Sixpoint Brewery at Brookfield Place","https://www.google.com/maps/search/?api=1&query=Sixpoint%20Brewery%20at%20Brookfield%20Place&query_place_id=ChIJZ1KaswNbwokRCY_J4jUoVgo","google-maps","2025-03-20T23:26:41.917Z","ChdDSUhNMG9nS0VJQ0FnTUN3NF91RHVBRRAB","https://lh3.googleusercontent.com/geougc-cs/AIHozJINN-bq8_F4JEIPoXvPJaKwDoYhAPeQ2pC1d2RQg2dyywuN1hV8xG5vFVXjpYT90X_mlJNQk69ofKk1oCI5uzzxjH1rBkXHGayA4oQz5aaNgOMGx4-w4dcMJ_ejE_G8eMUZMuey","https://lh3.googleusercontent.com/geougc-cs/AIHozJK6jp9dLJdAaN6ji7mVyaWnpaEViRiUTIc4gadU7vAfgmzZ44r6YSkQmq5wM_OY4HafUJQkMfr_cDq2JoM7NF15y00InUS10xq2t0LkOCKb1774btG03tkPcknQbrBHD1ZrGx8g","https://lh3.googleusercontent.com/geougc-cs/AIHozJKpA2Gg6aSqukWr2TyOQJmJ6nUWq4OvlIU_LulApkt1AyXakqJaKrNlaY3z-y-JfDEFxe1p8KO0RhzPeLvTU5WcQp42d3gAFbLNP-csak0_zoKutGCvmrkHiSNuQ7tJcNBFhHFi","https://lh3.googleusercontent.com/geougc-cs/AIHozJJyCzW5KqJOPet3XH06GIVdZpyG09iU-4QxpE0BhBn5UykAzW1-Ld0hB2FH0WRSAQZlW_OY_AUOVlj3f9gj-XGNpb4hbwyGiENGmm8lseHQNGKXpr_oVhvC9anNJQg8-bON7A0","https://lh3.googleusercontent.com/geougc-cs/AIHozJLtQcLT5o1Lq4MAPU3zdIGPk4e5BkFTaApeQsK5YDtj1DIB4soYY_hL-N6cX_ULHz0_ysb729en3n1JBaohzyaBl2kB5Rw2hI4OZ0VevxZm4aQs1T0TpYNuXxkXh4NP_VUeFvnIAw","https://lh3.googleusercontent.com/geougc-cs/AIHozJJ7Grr4SsZcENsjWri1VX-y6_vBsDyiJXRN0pc7sDoO4uVSKzigqyDz9L9tm4BjR7ij952fnd-tyRaFKlif0zA7lWlcrR-hWQVE-J7TaRWH8Lmp0RvSgRtQWKvoGfUsbZz5kT5oTw","https://lh3.googleusercontent.com/geougc-cs/AIHozJLgxoicpPvZW3xjQ8h060HmeXwKDQCqDVLBIvfYHs2lXhn4BIdpxSJtEeiOSJ4DVFsADGeAGdpz445PV_2NN0gsAtSI3p3y5KXYgQai-HMUERxT1FrBayQEJzQ1Y8O-W103rEBe","https://lh3.googleusercontent.com/geougc-cs/AIHozJK60ZRB7dZfYFADlXUcQ0-rH595UjYR3sIikn5j7eHpDiBcWIFccPe4xWqLpZ3ofgD-Ggz6uva4nE8GAL8DHymQcAO4NJ2NRFS7ai5yBMUTgQcGgDgtgQASs3kBRGFZoVtGnMet",,,,,,,,,"5","Incredible vibe, spacious layout, and a huge bar—Sixpoint Brewing at World Trade Center is the perfect spot to grab a drink and catch a game. With plenty of TVs, it was an ideal place to watch March Madness, and the staff was incredibly attentive, making the experience even better.

Now, the beers… stand out. The Leach Cobbler is an absolute must-try—get it before it’s gone! And The Crisp is a fantastic, refreshing lager that hits just right.

The wings were solid, but what truly sets this place apart is the immaculate vibes. Whether you’re here for the beer, the atmosphere, or both, you won’t be disappointed. Definitely a spot I’ll be coming back to!",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3NF91RHVBRRAB!2m1!1s0x0:0xa562835e2c98f09!3m1!1s2@1:CIHM0ogKEICAgMCw4_uDuAE%7CCgwIscjyvgYQsPC_tQM%7C?hl=en"
"Emily Caffery","ChIJzZ0Lt_dbwokRrt1vfJEC9jQ","354 Stockton St, Brooklyn, NY 11206","Bushwick City Farm","https://www.google.com/maps/search/?api=1&query=Bushwick%20City%20Farm&query_place_id=ChIJzZ0Lt_dbwokRrt1vfJEC9jQ","google-maps","2025-03-22T18:38:18.708Z","ChdDSUhNMG9nS0VJQ0FnTUR3a1BxaXN3RRAB",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUR3a1BxaXN3RRAB!2m1!1s0x0:0x34f602917c6fddae!3m1!1s2@1:CIHM0ogKEICAgMDwkPqiswE%7CCgwImof8vgYQ4MzO0QI%7C?hl=en"
"Alvaro Otaya","ChIJSR8zdVdfwokRbX17UGey92A","Wards Meadow Loop, New York, NY 10035","Randall's Island Urban Farm","https://www.google.com/maps/search/?api=1&query=Randall's%20Island%20Urban%20Farm&query_place_id=ChIJSR8zdVdfwokRbX17UGey92A","google-maps","2025-03-10T12:21:30.199Z","ChZDSUhNMG9nS0VJQ0FnTURRcXZ2V0pREAE",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRcXZ2V0pREAE!2m1!1s0x0:0x60f7b267507b7d6d!3m1!1s2@1:CIHM0ogKEICAgMDQqvvWJQ%7CCgsIyrK7vgYQgLX1Xg%7C?hl=en"
"Henry Schaffer","ChIJk6BlWBpawokRMWuo75FGUVw","625 Bergen St, Brooklyn, NY 11238","Farm.One","https://www.google.com/maps/search/?api=1&query=Farm.One&query_place_id=ChIJk6BlWBpawokRMWuo75FGUVw","google-maps","2025-03-09T14:12:19.277Z","ChZDSUhNMG9nS0VJQ0FnTURRclB1LUFnEAE",,,,,,,,,,,,,,,,,"5","My go-to bar in Prospect Heights. Great cocktails that are unique takes on fan-favorite drinks. The Dog Beach was so good! Also had their house Pilsner which was light and refreshing. And the basil is grown in house!",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRclB1LUFnEAE!2m1!1s0x0:0x5c514691efa86b31!3m1!1s2@1:CIHM0ogKEICAgMDQrPu-Ag%7CCgwIw8O2vgYQ8LaShAE%7C?hl=en"
"Alicia Daley","ChIJ9d1XXPlbwokR5ly8NVpQVvc","105 River St, Brooklyn, NY 11211","Oko Farms","https://www.google.com/maps/search/?api=1&query=Oko%20Farms&query_place_id=ChIJ9d1XXPlbwokR5ly8NVpQVvc","google-maps","2024-05-30T08:14:36.437Z","ChZDSUhNMG9nS0VJQ0FnSUN6eU0zWUh3EAE",,,,,,,,,,,,,,,,,"5",,,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6eU0zWUh3EAE!2m1!1s0x0:0xf756505a35bc5ce6!3m1!1s2@1:CIHM0ogKEICAgICzyM3YHw%7CCgwI7OrgsgYQqNnO0AE%7C?hl=en"
"Farzad O","ChIJ1ZizOklawokR6xMKrGy-07o","195 Montague St, Brooklyn, NY 11201","Five Acre Farms","https://www.google.com/maps/search/?api=1&query=Five%20Acre%20Farms&query_place_id=ChIJ1ZizOklawokR6xMKrGy-07o","google-maps","2024-04-10T11:16:15.314Z","ChZDSUhNMG9nS0VJQ0FnSUREd1pEMVN3EAE",,,,,,,,,,,,,,,,,"5","Best Kefir I have ever had !!!
So damn good.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUREd1pEMVN3EAE!2m1!1s0x0:0xbad3be6cac0a13eb!3m1!1s2@1:CIHM0ogKEICAgIDDwZD1Sw%7CCgwI_-nZsAYQ4NKMlgE%7C?hl=en"
"Noah Henyon","ChIJJ66qwpRZwokRpgt4UKA1xKY","Avenue A &, E 7th St, New York, NY 10009","Norwich Meadows Organic Farm - Tompkins Square","https://www.google.com/maps/search/?api=1&query=Norwich%20Meadows%20Organic%20Farm%20-%20Tompkins%20Square&query_place_id=ChIJJ66qwpRZwokRpgt4UKA1xKY","google-maps","2023-08-28T11:33:32.753Z","ChdDSUhNMG9nS0VJQ0FnSURwazZqMGlBRRAB","https://lh3.googleusercontent.com/geougc-cs/AIHozJKV7GbdO_sXdsPKDwU50OsWDUVmeGxG0v9PnE24BmutDC41FxonltmWTReQ0HGXppJvmNBF8duEGuRNil2887p00gxPQNdoAet9SD-3jUXm5if-QVra1YBA_W457VkhOB-M4Hk","https://lh3.googleusercontent.com/geougc-cs/AIHozJIPd7Hrh8u-v_CiGRC39ORYad2l7zKuA7mx5at0cZLIAK2Pe4DZICTL5msxDO8wppJXPoBTVDV0A9xL0u1XWTtfKOH22pRNzaNxW5U558bu_jWJIUJ4Zy3aktb5F500mpDeR4N4","https://lh3.googleusercontent.com/geougc-cs/AIHozJKFD8RQh_x_wIjXa8RI9nisLV61MW0EbYB0X7d6veyfqsUj32eZj9FCMmCG6i54XHjlcfA8twTC0-ZVzByjvQP8CRHsYx6KUzWkDbSYc3PK5Yy78MwtxR7ejWpUqiYmporyloX5","https://lh3.googleusercontent.com/geougc-cs/AIHozJId4_kKSL7C3GwKEQNzUqk4aPBvDBg2ZgdcBS6C-Oldkmgq4_UAh4mji4CfuOXQQ9lTlE6rz4OY2e3VtrlgbiwifjkAOsQkeOaxMLsuxcOCqWTQi8kWQ7gEHhrN_Gx41QD-MqGm1A","https://lh3.googleusercontent.com/geougc-cs/AIHozJKgORXcMH0ZrTTm4wnjjFdEv9wZAhSd8dX5jh1IPQmLr0I5AeqtNTGqehNmhJoKyVNFfj4tJaBDXAhmV2maxRFwrrQOJZAsjU9iLui67ztyh95OdWJhZOpWI6xSsoR7QU-cO9R3","https://lh3.googleusercontent.com/geougc-cs/AIHozJJDwNeliSHqFbfeCzqQKuQmDumH8iwJ0BLwy80bQ8XWVBLrUof_gY6R_EDPVljwTl3485SVnEYsOpXGTRO42X1mQ-hsKUNmQbQiuyjPhsDlAYpDAnK_Ha5Gd4TwCqbnutEtdQOepQ","https://lh3.googleusercontent.com/geougc-cs/AIHozJKgTUZLFqFSzYSgjhT7wfJXo0ZMP0AAkg85n_9hrSwZJH8cJYOVGXII6KnGqatiK5IIrP2zQy0uQkut_GURHReBKnDJ8qPb94wIYveFEXowN_Ca9fvqj_oiGdNUmIm_dl7hRf0","https://lh3.googleusercontent.com/geougc-cs/AIHozJKwRqf-2nvI2EnC2XECBlmNKVZg243mWcS5JSHckRTXgdy41xchAT91b-glT0OP-cbQZsQ44OvPBxTGWrcool-ji5UmKRn8lOAeYILR_Xbn2Z47bi4SW508LhS0BIhKQFmr5cCq",,,,,,,,,"5","Norwich Meadows is a certified organic mostly no-spray farm that comes to the GrowNYC  Tompkins Square Greenmarket on Sunday year round from 9am-4pm.  The farm is very popular with chefs from top restaurants such as Jean Georges and home cooks around NYC.  Norwich has green vegetables throughout the year and fruits including melons and berries in the summer.  There is an extensive vegetable variety more extensive and fresher than grocery stores including kale, collards, mustards, spinach, herbs, lettuce, beans, cauliflower, tomatoes, and melons.",,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwazZqMGlBRRAB!2m1!1s0x0:0xa6c435a050780ba6!3m1!1s2@1:CIHM0ogKEICAgIDpk6j0iAE%7CCgwIjIyypwYQ0NGa5wI%7C?hl=en"
